图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,人参果-预测置信度,佛手瓜-预测置信度,哈密瓜-预测置信度,圣女果-预测置信度,山楂-预测置信度,山竹-预测置信度,无花果-预测置信度,木瓜-预测置信度,李子-预测置信度,杏-预测置信度,杨桃-预测置信度,杨梅-预测置信度,枇杷-预测置信度,枣-预测置信度,柚子-预测置信度,柠檬-预测置信度,柿子-预测置信度,树莓-预测置信度,桂圆-预测置信度,桑葚-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,樱桃-预测置信度,橘子-预测置信度,毛丹-预测置信度,水蜜桃-预测置信度,沃柑-预测置信度,沙果-预测置信度,沙棘-预测置信度,油桃-预测置信度,牛油果-预测置信度,猕猴桃-预测置信度,甘蔗-预测置信度,甜瓜-伊丽莎白-预测置信度,甜瓜-白-预测置信度,甜瓜-绿-预测置信度,甜瓜-金-预测置信度,番石榴-百-预测置信度,番石榴-红-预测置信度,白兰瓜-预测置信度,白心火龙果-预测置信度,白萝卜-预测置信度,百香果-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,粑粑柑-预测置信度,红心火龙果-预测置信度,红苹果-预测置信度,羊奶果-预测置信度,羊角蜜-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,腰果-预测置信度,芒果-预测置信度,芦柑-预测置信度,草莓-预测置信度,荔枝-预测置信度,莲雾-预测置信度,菠萝-预测置信度,菠萝莓-预测置信度,菠萝蜜-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,蓝莓-预测置信度,蛇皮果-预测置信度,蟠桃-预测置信度,血橙-预测置信度,西柚-预测置信度,西梅-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,酸角-预测置信度,金桔-预测置信度,青柠-预测置信度,青苹果-预测置信度,香橼-预测置信度,香蕉-预测置信度,黄桃-预测置信度,黑莓-预测置信度
./fruit81_full_split\test\百香果\127.jpg,43,百香果,22,榴莲,43,百香果,60,菠萝莓,True,0.00025079385,0.00016711905,0.0011501659,6.4859523e-07,0.0009077631,0.0004142106,0.0020950683,0.002597871,0.00018179344,0.0003985693,3.1697143e-06,0.0007488456,9.461511e-08,0.00016155386,0.0004777967,8.70946e-05,1.431337e-06,1.1353359e-05,2.1505579e-05,6.2631996e-05,0.067706145,2.5598052e-05,0.21624556,1.0545807e-06,8.9920926e-05,5.6818903e-05,1.6539234e-05,0.00018621302,0.00059240934,1.329728e-05,0.003113621,0.118967846,0.00043260245,0.00030541976,0.00044865036,4.2936895e-06,7.31206e-05,2.075366e-06,0.021610608,0.009849659,0.00018470682,0.008952057,0.00019795694,0.13851942,1.8038223e-05,0.00011758428,6.2133013e-06,0.00032916907,0.008009166,8.7726396e-05,0.0028102596,0.00079210184,5.0630783e-06,1.5957008e-05,0.077558294,2.5991528e-06,0.00015104012,0.047218457,6.7583204e-07,0.017352816,0.12519374,0.10049056,1.6552172e-05,0.00013296855,5.9192964e-05,1.798144e-05,3.6103687e-05,3.0224473e-05,1.2870258e-05,0.0018772086,0.013068909,0.0001723564,0.0009123656,1.813228e-06,8.3229905e-05,0.0001614028,0.00030399644,0.000665302,0.0020964635,3.9530565e-05,0.0028169597
./fruit81_full_split\test\百香果\141.jpg,43,百香果,43,百香果,30,油桃,44,石榴,True,1.001496e-07,3.5540295e-09,1.6795977e-07,1.4879374e-05,0.00018422591,3.330307e-05,0.00010588378,1.5926866e-05,3.9802606e-05,1.2929983e-06,8.314836e-11,2.1529889e-10,2.44214e-08,1.6924924e-06,6.74794e-07,7.610817e-08,3.2061248e-06,9.6560177e-11,2.8591455e-06,1.1688708e-10,4.8369825e-06,1.653081e-06,1.3717963e-08,6.1973187e-06,3.992073e-08,1.318003e-09,1.5421537e-06,2.0963498e-07,7.072348e-05,4.94912e-08,0.00055753987,8.154134e-08,2.7451044e-06,2.5093383e-10,7.730401e-09,6.861625e-08,9.4109126e-08,4.2081338e-10,1.8559838e-08,4.744069e-06,1.5453004e-07,6.580708e-09,8.125753e-08,0.9983222,0.00028721924,5.102328e-06,1.5310859e-07,5.4275574e-08,1.9828773e-05,6.2883123e-06,3.575292e-08,1.5991594e-07,2.0741279e-08,5.0521766e-07,2.2614274e-06,8.391596e-06,1.5375783e-09,1.7052365e-08,2.2152205e-06,1.6754404e-08,2.5683553e-10,2.0856632e-09,2.7023262e-08,3.014308e-05,8.7851966e-08,2.1433164e-09,3.2742258e-07,1.4093785e-05,6.1172165e-07,0.00023151329,3.14448e-07,2.3871567e-06,7.69143e-06,2.7680517e-06,3.9823942e-07,6.214419e-09,1.08660366e-07,2.1458075e-07,5.439182e-09,6.6025083e-09,6.9245716e-09
./fruit81_full_split\test\百香果\149.jpg,43,百香果,43,百香果,6,无花果,67,血橙,True,1.8530822e-05,9.275957e-09,0.00022353388,0.00049907836,1.9398569e-05,0.0004918857,0.015583563,0.0008255978,5.870556e-05,6.0670296e-05,1.812127e-08,1.7640521e-06,2.0882763e-07,0.0011981784,4.9699473e-05,3.087098e-06,4.8319547e-05,5.180515e-07,1.9172046e-06,1.5333485e-06,8.970634e-06,1.4684741e-06,5.2381655e-08,0.0010465906,2.2181493e-05,2.5569264e-07,1.3547997e-06,0.00010429489,1.3799162e-05,6.15405e-07,2.9226818e-05,0.0006872349,0.0001125096,4.2224684e-08,2.8538575e-06,2.1374048e-05,1.6047042e-06,5.638958e-09,8.637403e-06,0.0017070108,1.8018495e-06,2.2319279e-08,5.5427556e-08,0.9578208,1.3386794e-05,0.00031629024,2.1875267e-05,2.4401238e-06,1.0688793e-05,5.1885144e-07,0.0037620433,7.132239e-06,7.007619e-07,7.202125e-07,0.002811473,0.00055797567,6.650695e-05,1.871346e-05,2.8983502e-05,3.4982957e-05,2.9746369e-08,2.2762356e-08,9.648976e-07,2.9270261e-06,5.4874283e-05,4.9647618e-08,1.5599025e-07,0.008680634,0.00082491856,0.000983602,0.0001254507,0.0003891481,0.00033061713,2.6576763e-06,0.00020756852,1.3515464e-06,4.552766e-07,8.542035e-06,1.579778e-07,1.0223761e-07,5.2362557e-05
./fruit81_full_split\test\百香果\152.jpg,43,百香果,43,百香果,44,石榴,69,西梅,True,5.5694793e-05,1.9780319e-07,1.5524076e-05,0.00019375834,0.006021207,1.8668661e-05,0.0030806684,0.0028468007,0.011433052,0.006797165,2.1566844e-07,3.547808e-05,7.483047e-07,0.0038942073,0.00019555121,3.5366265e-05,5.201752e-05,0.0012476428,2.0217576e-05,2.1134361e-05,1.0193433e-05,5.9679546e-06,3.6340705e-08,0.009428985,0.006320048,2.956233e-07,0.002297348,7.928772e-06,0.0011369259,1.1841036e-06,0.0068742647,0.0001417077,3.075861e-07,6.599516e-09,0.00026936713,1.1432532e-05,1.8672986e-07,6.5552808e-09,8.687369e-05,0.00069769105,4.2994852e-05,2.4268365e-08,8.434673e-07,0.7624288,0.13837464,0.00011616074,9.081063e-05,1.4216488e-05,0.00026814378,2.8595427e-06,1.1742016e-05,2.3616362e-06,2.701296e-05,7.460307e-06,0.0025711858,0.0042051324,0.00064013776,0.0006159745,2.0909065e-05,0.00017677702,5.820313e-08,2.005149e-08,3.5470716e-08,1.809232e-05,7.232349e-06,5.109362e-08,0.00048719277,0.00240808,0.0017049904,0.020265317,0.001223348,0.00042230057,3.0553812e-05,2.3317346e-08,2.1292888e-05,2.9784887e-06,2.0897542e-05,0.00019238291,1.744991e-07,0.00025298772,6.776734e-05
./fruit81_full_split\test\百香果\155.png,43,百香果,43,百香果,3,圣女果,6,无花果,True,7.0933697e-06,3.97444e-07,3.035759e-05,0.008267693,7.511179e-06,5.9514093e-08,0.0018088551,0.0008442582,9.4836665e-05,1.2272343e-06,2.3230442e-07,0.00012347501,3.2970577e-09,7.591312e-07,0.00013146129,1.4766098e-05,1.4795431e-07,0.00040979442,1.3225714e-06,3.1591849e-06,4.5331566e-07,4.4630575e-08,4.0618584e-06,6.3072985e-05,5.2838573e-06,8.024376e-06,8.001885e-08,1.0724139e-05,9.121471e-06,8.2541334e-07,8.9958834e-05,0.00039021965,2.6618534e-06,1.32418805e-08,2.5718098e-05,7.941069e-08,2.0124126e-07,8.217779e-08,8.80855e-06,0.00034908432,2.085216e-06,9.188712e-05,3.6128462e-08,0.9851462,5.387702e-06,9.240952e-06,7.8665225e-06,7.904635e-06,1.5615567e-06,5.005884e-07,4.7009606e-05,4.6895134e-06,2.202236e-06,3.7714695e-08,7.167036e-05,4.9995815e-05,0.0003964963,1.1256426e-05,7.21673e-06,8.72066e-06,0.0001188151,1.2527248e-05,2.213334e-06,1.6375479e-06,2.5170048e-06,1.2410997e-07,9.662648e-07,5.193249e-06,6.022359e-05,0.00018379993,8.140608e-05,0.0005968747,0.00014843972,8.308687e-08,3.0215886e-05,1.7319178e-06,1.9068108e-06,3.5393612e-06,6.142182e-07,1.5368017e-06,0.00015763727
./fruit81_full_split\test\百香果\16.jpg,43,百香果,43,百香果,50,羊角蜜,6,无花果,True,7.4584995e-07,2.3860391e-08,3.8133803e-05,2.6820142e-05,7.4152254e-06,9.149202e-05,0.00034839837,1.3931341e-05,4.9274033e-05,7.919873e-06,4.4778722e-07,1.1074162e-05,1.6948856e-07,9.188781e-08,4.2745072e-05,1.5599766e-06,4.675883e-07,1.0507823e-06,1.4531903e-06,5.537815e-07,2.3004192e-09,6.792488e-08,6.169044e-08,1.4390412e-05,1.315108e-07,7.51742e-09,1.4114191e-07,4.2966957e-07,4.0353043e-06,3.2216874e-05,6.061164e-06,4.7526308e-05,9.57758e-07,1.1972681e-08,6.4394953e-07,2.8010427e-07,8.939814e-06,4.161179e-08,5.2349236e-07,6.812333e-06,5.6572285e-06,1.2025067e-08,1.3945731e-08,0.9957332,1.3162398e-07,8.537876e-08,9.552749e-07,4.8771195e-08,1.3580587e-06,2.1117517e-06,0.0027570333,3.950435e-07,3.42069e-06,5.3535745e-09,2.0735875e-05,4.3436717e-07,4.8814496e-07,7.37364e-08,3.4769627e-07,8.2401575e-06,1.01743915e-07,6.4201467e-06,1.2223482e-07,1.7566599e-07,1.3780038e-06,1.941678e-06,5.5968685e-06,3.2737607e-05,0.00012985495,0.00026836427,1.8910097e-06,0.00018809392,3.887339e-05,1.6874021e-07,5.0738354e-06,3.0437683e-08,2.7866692e-08,8.214633e-08,3.2895434e-07,1.0219563e-05,6.7142055e-06
./fruit81_full_split\test\百香果\170.jpg,43,百香果,43,百香果,15,柠檬,78,香蕉,True,8.638935e-05,9.767859e-07,0.00013992694,0.0001577792,1.9956948e-05,1.7200131e-08,0.00026360195,0.00014730317,4.874428e-06,1.3048429e-05,0.00012913486,0.00046064856,6.114258e-06,0.00046980122,0.0014546277,0.19678007,4.9999275e-05,0.00032094144,4.115987e-05,7.005698e-05,7.3507006e-05,0.0016925164,1.1283701e-05,0.004045889,0.0021613,2.6157877e-06,2.241635e-08,4.3084565e-05,6.715888e-05,0.0006661633,2.4712201e-06,9.516125e-05,0.0002682745,5.809445e-05,0.0002948758,1.4465784e-06,8.4037987e-07,4.0306608e-05,8.7283615e-06,1.0481198e-05,6.393477e-06,5.6730245e-05,1.861334e-06,0.7228621,4.8251527e-06,2.6757096e-05,1.2751402e-05,3.591305e-05,1.9669142e-05,1.2272894e-05,7.960625e-05,0.0007189368,0.00048026984,3.859873e-07,0.00039172661,0.0002799891,0.00025670635,1.6853222e-06,2.747639e-05,0.00092236133,1.9063538e-06,1.0781038e-05,6.2950903e-07,2.4762582e-07,0.00021311989,1.1852289e-07,3.0071774e-08,0.00015486624,0.00017559525,0.00033647526,0.018418124,8.762803e-05,7.721366e-06,2.1936162e-06,0.005642889,0.011551534,0.0060432903,7.954137e-05,0.020791184,1.269777e-06,0.0001217953
./fruit81_full_split\test\百香果\173.jpg,43,百香果,43,百香果,14,柚子,50,羊角蜜,True,4.1309645e-09,8.577301e-12,9.166765e-09,2.1422112e-07,8.146109e-09,2.1680634e-10,5.347946e-09,1.4911928e-06,6.311934e-09,2.094187e-08,4.365699e-09,1.9014455e-10,5.572169e-11,4.1726775e-11,1.4179517e-05,1.1403394e-06,3.8191608e-10,2.7845173e-10,4.658216e-08,9.735763e-11,1.0413916e-10,4.4255574e-10,1.0012717e-09,3.0161198e-07,4.1550505e-09,3.4375135e-11,2.051638e-12,1.0768381e-08,1.0041338e-07,1.9423045e-11,9.0998126e-10,4.058259e-08,2.667445e-10,1.5168849e-13,9.553477e-09,1.923453e-09,9.309202e-09,1.4797216e-09,2.3464015e-09,9.612882e-09,1.0569962e-07,4.3198885e-11,8.389555e-10,0.9999708,9.832294e-08,9.488157e-09,7.644746e-08,1.5313992e-10,9.89456e-09,2.1829002e-11,8.283089e-06,1.9233382e-10,1.4588416e-08,1.0755104e-11,8.10561e-09,4.109268e-07,6.7565153e-10,2.1233167e-10,4.2572348e-10,5.6095647e-08,9.262819e-12,6.7505965e-08,2.3815572e-09,3.2150027e-09,2.6202762e-10,5.9088685e-11,3.440362e-10,1.2357484e-08,6.937059e-07,8.943868e-07,3.2005235e-11,8.15228e-07,2.4853911e-08,9.001807e-11,5.160757e-09,2.009973e-08,3.702067e-10,1.0290259e-09,1.1507433e-09,9.206013e-09,4.6580132e-11
./fruit81_full_split\test\百香果\178.jpg,43,百香果,15,柠檬,43,百香果,75,青柠,True,0.00031085158,7.494928e-06,0.00069073914,0.00022521806,8.14209e-07,5.058654e-07,3.8223603e-05,0.00300788,3.0656302e-06,1.6033966e-05,0.000834337,8.1669095e-06,7.82844e-05,5.613787e-05,0.011052311,0.84726226,0.0008705254,1.51860095e-05,6.4298954e-05,1.5701505e-06,0.0009739934,0.0020432693,0.0024778394,8.416807e-06,4.7877114e-05,5.8019305e-06,1.8035708e-07,6.225694e-05,3.1852273e-05,0.0027635521,1.6351835e-06,0.0010274939,4.7628328e-05,0.0022634363,0.0011888532,0.0001741529,5.310279e-07,0.00014864285,8.6420536e-05,0.00043535506,6.2265426e-05,2.7063834e-05,0.00029820413,0.08229495,2.444849e-06,0.00021581544,0.00027586924,2.4265208e-05,2.475645e-07,2.307041e-06,0.00016675777,0.00012291248,0.00010793401,0.0002360087,3.570137e-05,0.0013282145,3.7044244e-06,5.001064e-05,3.173991e-06,0.0097857835,4.574179e-06,0.0009222577,0.00015178417,1.4505353e-06,0.00021775923,6.745023e-07,8.1491436e-07,7.657175e-06,0.00018822447,5.4551598e-05,8.6609965e-05,9.901309e-06,1.3359822e-06,9.912245e-07,0.00081407203,0.016302109,0.00036286993,0.003680927,0.001000981,1.774859e-05,0.0027960371
./fruit81_full_split\test\百香果\191.jpeg,43,百香果,43,百香果,69,西梅,5,山竹,True,1.342314e-05,1.0192458e-06,1.547514e-05,1.548298e-05,0.0004929031,0.032421995,0.015260749,1.5291116e-05,0.003723549,0.00021462793,3.766124e-07,3.9778292e-06,6.220755e-06,1.5717595e-05,0.0003227926,0.0005794631,5.0281913e-05,3.3172375e-07,0.0043560257,1.4445685e-07,2.3595487e-05,0.00019996768,5.363969e-05,1.4335812e-05,2.139012e-05,2.906728e-06,1.2209535e-05,3.47015e-06,0.0005350915,8.9608733e-07,0.0003642962,2.83185e-05,0.00041742594,5.1589873e-06,3.3887572e-05,8.1959886e-05,0.00023522772,1.1002139e-06,3.491493e-05,3.834849e-05,9.7295895e-05,7.7289e-08,3.4897486e-05,0.87333345,1.5120667e-05,6.7189416e-05,1.5436772e-05,3.4964625e-08,6.9978625e-05,0.00046509,0.00014726284,2.945124e-07,2.1375731e-06,0.00051880034,3.7633596e-05,7.534364e-05,4.5393003e-07,0.00010488129,3.1480668e-06,1.22859e-05,1.741669e-06,3.8743405e-05,0.00023972768,0.025251165,0.0001556312,4.461631e-05,2.8712078e-05,1.3453295e-05,2.5643236e-05,0.039002392,7.2078383e-06,5.16263e-06,3.908497e-05,1.3905986e-05,5.912454e-05,0.0001641329,0.00013267001,0.00013271658,5.633297e-06,7.505892e-07,1.9039995e-05
./fruit81_full_split\test\百香果\197.png,43,百香果,43,百香果,34,甜瓜-伊丽莎白,54,芒果,True,1.4797055e-05,1.1552236e-09,0.000110919726,8.21055e-06,0.0002098783,1.6011245e-07,0.00026489663,2.9351755e-05,3.0882566e-05,0.00014284952,8.701477e-10,4.2609017e-06,1.23370555e-05,4.972516e-05,0.0003539976,0.00013901244,2.397203e-06,1.8174957e-06,6.4696833e-06,2.3884186e-07,0.00018402742,7.2530784e-06,9.540458e-06,4.1987143e-05,2.1287824e-06,3.3460932e-09,4.2233242e-07,2.2042198e-06,2.1097449e-05,8.4980325e-05,9.325802e-06,5.3595806e-05,8.463892e-05,3.3451198e-07,0.0017050353,3.0018582e-06,3.7859942e-07,6.509611e-07,6.569523e-06,7.973926e-05,4.679103e-05,1.2291689e-07,6.753012e-07,0.99214596,6.711338e-07,1.9743977e-06,1.444385e-05,1.8378212e-07,4.8844464e-07,5.185526e-07,3.919562e-06,1.6266e-06,4.3322293e-06,1.0211131e-07,0.0014415181,0.00015933249,1.3359332e-07,9.752812e-07,1.91264e-07,0.00014488777,9.1474694e-09,2.801524e-06,6.404614e-07,2.2341087e-06,2.9286255e-06,4.2777326e-10,1.5035758e-06,0.0001138192,0.0012367035,0.00033102228,4.4055185e-05,2.9474631e-06,3.057196e-06,2.879016e-07,0.0002961142,9.936935e-06,9.255588e-07,4.70515e-05,0.00020149737,5.098637e-05,3.4917668e-06
./fruit81_full_split\test\百香果\21.jpg,43,百香果,4,山楂,13,枣,30,油桃,False,2.6847547e-07,1.7712521e-08,1.4148831e-06,0.00042587318,0.5649506,0.0011191141,0.00060868484,9.969739e-07,0.007564276,1.8786059e-05,1.2613359e-11,0.000121052195,1.4690808e-06,0.20177066,3.20373e-05,9.252498e-08,2.2085403e-06,3.83769e-06,0.0036748778,4.365076e-08,0.00022300871,4.630937e-05,2.2376337e-08,0.003026745,3.0191874e-05,8.579653e-09,0.00023008185,5.5741493e-06,0.022638293,8.894324e-08,0.083905764,2.8482504e-05,3.193593e-05,1.3512586e-07,7.345589e-07,4.3719144e-09,2.0877409e-09,6.851777e-08,4.7519075e-06,2.9354799e-06,1.0060325e-07,4.860526e-09,3.71394e-07,0.011392413,0.000109077184,2.2875618e-05,1.1815524e-08,6.639371e-07,0.0013268472,0.00023898229,1.1173523e-10,1.0765715e-07,4.7547218e-08,1.7674802e-05,0.00013697062,1.3820092e-05,2.456154e-06,0.0007002466,3.132896e-05,1.2935965e-06,8.41098e-09,1.466961e-08,2.046393e-08,0.019456353,1.5739586e-05,1.1295777e-05,5.497735e-06,0.00028598626,6.2271574e-05,0.047614377,4.1416015e-06,8.4195e-06,0.028016113,1.6245454e-07,5.013625e-07,8.1472587e-07,4.07436e-06,4.141143e-06,6.4012056e-06,2.3704324e-08,3.6964066e-05
./fruit81_full_split\test\百香果\23.jpg,43,百香果,43,百香果,6,无花果,69,西梅,True,1.0299187e-06,7.064305e-11,3.4584941e-06,3.5869532e-05,3.360722e-07,8.431753e-06,0.03168282,0.0001458722,0.00010810114,1.6649923e-05,2.197273e-08,3.467037e-08,9.954869e-09,2.5871445e-08,1.6267835e-06,2.5735818e-07,8.70148e-06,7.922526e-09,7.0787883e-06,2.0949535e-08,9.999303e-09,1.1132647e-08,9.9424255e-08,4.31447e-07,7.3619225e-07,4.915347e-08,2.538305e-08,2.8775523e-06,2.6044476e-05,1.8775275e-07,2.0945904e-06,5.075623e-07,4.8225197e-06,9.1350444e-10,8.3300995e-07,1.5414324e-05,2.3674545e-06,1.0631318e-08,6.0746814e-08,1.052345e-05,1.0332953e-06,8.967733e-12,1.3392744e-09,0.95002365,8.5833726e-08,2.1339945e-06,1.6202681e-06,6.4885763e-09,3.5196223e-07,1.761643e-08,0.00011175858,8.59482e-09,4.3123603e-07,4.117332e-09,6.651245e-06,3.3606935e-05,6.312884e-09,1.7025325e-08,3.158253e-07,2.1636191e-07,6.149843e-11,2.5813679e-06,1.4819796e-07,1.3401568e-06,5.030664e-08,3.737773e-08,5.6949597e-07,0.00012285428,1.1839802e-05,0.017494518,1.4939438e-08,1.7897544e-05,7.022934e-05,7.9937536e-07,5.8815426e-06,1.18773826e-07,5.6780696e-08,2.7386153e-07,1.8681051e-08,1.2618094e-06,1.7859472e-07
./fruit81_full_split\test\百香果\25.jpg,43,百香果,5,山竹,43,百香果,21,椰子,True,0.015480272,3.1766493e-08,7.129893e-07,1.6602839e-05,0.00038080628,0.6749534,0.0049967114,4.28367e-05,0.042582564,0.0034789115,1.1747562e-08,0.00010291132,2.6039556e-06,0.00030475427,6.2991726e-06,8.634064e-06,0.0018903837,0.00020914077,0.00027736655,0.00024583066,5.16162e-07,0.06648562,2.7631206e-06,7.4148214e-05,7.2904586e-05,1.2467171e-06,5.05799e-06,7.793609e-06,0.00014985808,1.8998791e-05,0.00015704603,0.0050328784,8.571532e-06,0.000103854465,5.207829e-06,3.8922753e-06,6.7791143e-06,6.190803e-07,5.093952e-06,1.1441518e-05,2.6982983e-05,6.414536e-08,4.615694e-06,0.10582462,2.2015858e-05,4.334264e-05,1.8688918e-06,2.0373916e-06,3.6677615e-05,8.664716e-08,7.3468397e-07,1.806365e-08,4.1489105e-07,5.5697754e-05,1.5599971e-05,1.1119628e-05,5.743524e-06,0.008724614,1.5419864e-06,2.0315758e-05,1.1455345e-06,9.021194e-08,1.350251e-06,0.0005514683,0.00049302087,0.009558503,5.6878876e-06,2.2063935e-08,1.5545393e-07,0.032113053,0.00023760601,2.2172475e-05,0.013719161,8.646729e-06,2.3611166e-05,3.373407e-05,1.2883492e-05,1.1234942e-05,5.586463e-07,2.3534618e-05,0.011249132
./fruit81_full_split\test\百香果\28.jpg,43,百香果,43,百香果,6,无花果,50,羊角蜜,True,7.3751244e-06,4.8431104e-09,3.652691e-05,9.321978e-05,1.6121725e-05,1.0424475e-05,0.0019280866,0.00011161852,9.160988e-05,1.171797e-05,1.3130759e-08,1.0356548e-05,5.305703e-08,3.7584035e-05,1.9991203e-06,1.2064369e-07,1.0958925e-06,6.85371e-07,1.5001275e-06,7.8921977e-07,7.729694e-07,1.020822e-06,2.9412243e-08,0.00016656714,3.2602853e-07,9.08121e-06,2.2058482e-06,7.5954176e-06,5.1034647e-05,5.423582e-07,7.517578e-05,4.8561677e-05,4.3623136e-06,2.994872e-07,1.7303172e-06,9.3320557e-07,2.4384167e-06,7.6122696e-08,1.9050331e-07,5.6943638e-05,2.7531955e-06,1.06428296e-07,9.140283e-08,0.99444157,1.2377486e-06,3.6667022e-06,6.845818e-07,1.6078071e-07,1.743239e-05,7.768e-06,0.0007979052,2.8227023e-05,1.6058725e-06,1.6034554e-07,2.4003391e-05,1.7785173e-06,3.1499353e-06,1.6195307e-05,1.16060855e-05,1.5620951e-06,8.945049e-08,1.0880036e-07,1.0210175e-06,1.4412346e-05,1.5979842e-05,1.1322762e-07,8.946939e-07,6.498167e-06,4.0470895e-06,0.0007849739,9.929299e-05,0.00054261787,0.00026285936,9.381768e-07,0.00010716032,3.3583e-07,9.919682e-07,4.817914e-08,2.0667198e-08,1.692688e-06,3.4621642e-06
./fruit81_full_split\test\百香果\35.jpg,43,百香果,43,百香果,30,油桃,69,西梅,True,7.407728e-08,6.1652056e-10,2.872361e-06,0.00088346115,0.00011852671,0.00016548151,7.633934e-05,6.39676e-06,0.00026161503,1.45717295e-05,3.6349035e-09,7.3014974e-08,2.3309774e-07,2.7736192e-07,1.5233573e-05,7.8310893e-07,8.128548e-06,9.810347e-09,1.6664656e-07,1.3262795e-08,5.6800473e-05,4.486701e-07,5.24897e-08,4.3373322e-05,9.171332e-07,6.630838e-09,2.4947747e-06,6.2669183e-06,0.00071142695,1.7427266e-06,0.001958442,2.0236668e-07,1.45806125e-05,3.6606934e-10,2.6506656e-05,9.529521e-07,7.687749e-07,2.4467031e-08,1.1252682e-06,0.00014150915,2.0684458e-06,4.0543725e-08,4.381214e-08,0.9928812,0.0001276538,2.0535877e-05,1.8648105e-05,9.085415e-06,7.585709e-05,4.3119985e-06,6.152264e-07,1.3555725e-09,2.1014139e-06,2.3563205e-09,0.00037280103,2.7642529e-05,1.852129e-07,3.914126e-08,2.1948638e-06,3.690987e-07,4.053742e-10,7.671486e-08,8.127298e-08,1.742081e-07,7.931822e-07,2.8459663e-08,3.1425614e-06,0.00027701288,3.2291248e-06,0.0013637568,4.9473217e-09,7.5874384e-05,0.00010448092,1.0608628e-06,9.803371e-05,8.290374e-09,1.6010059e-06,2.5040854e-06,1.1208726e-08,3.8723508e-07,4.1612543e-07
./fruit81_full_split\test\百香果\36.jpg,43,百香果,43,百香果,7,木瓜,50,羊角蜜,True,4.0284903e-07,1.1780715e-10,0.00011525765,0.00014251421,8.235895e-06,1.7769369e-07,0.0004778099,0.0030619535,4.9161185e-06,6.74919e-06,6.2841366e-08,8.147695e-06,2.1536021e-08,1.3767809e-05,1.885929e-05,8.4239656e-07,3.453019e-06,4.9865125e-06,1.2146984e-06,6.7156776e-07,2.2121869e-09,5.237827e-09,4.732301e-08,6.2627034e-05,9.993737e-06,4.1308546e-08,2.2803118e-07,0.00021173607,3.340389e-05,1.5806344e-06,0.00010813833,6.6681845e-05,3.5495369e-09,4.9211347e-11,4.0270842e-07,6.095405e-09,1.3668028e-07,1.8649395e-08,1.2994029e-07,3.071423e-05,9.3256807e-07,3.00995e-08,1.2826578e-08,0.98869354,2.1744123e-05,2.665856e-05,2.9166666e-05,2.3617574e-08,1.4327318e-05,2.3632651e-06,0.0026171536,0.00033098974,1.3043643e-05,8.6157975e-08,8.073817e-06,0.00011978409,4.063497e-06,1.7603762e-06,3.610704e-06,2.9107434e-06,2.6429147e-08,7.219008e-08,8.2109395e-08,9.678428e-07,1.0830455e-05,6.752122e-07,4.6259868e-07,0.00011403258,0.0012388931,0.00045354874,7.0271126e-05,0.0017444113,3.778171e-05,2.1708532e-08,3.938918e-05,4.8713297e-08,1.0984952e-08,7.590008e-09,7.279958e-08,1.2870127e-06,8.7953816e-07
./fruit81_full_split\test\百香果\41.jpg,43,百香果,43,百香果,76,青苹果,23,樱桃,True,0.0022893592,4.8228903e-06,2.9914025e-05,0.0005211278,0.00026776083,8.229597e-06,0.0011172662,0.0055044955,0.00031722116,0.0022345677,0.00011162974,9.37978e-08,1.2390553e-06,1.1427369e-06,0.03239177,0.00066391635,0.00010814318,7.2138737e-06,1.0146803e-06,5.811023e-06,0.0095668025,4.6100442e-05,5.767704e-06,0.03531315,0.00019545591,6.272293e-08,5.1490467e-08,1.688405e-06,0.0010365297,1.8122606e-05,3.8680217e-05,1.1821611e-05,0.00050208654,6.072432e-06,0.0011765432,0.00084478315,2.6457467e-06,8.256848e-07,1.8763276e-05,5.3298936e-05,4.0808074e-05,3.2970382e-07,0.0007369904,0.8477965,9.042937e-06,8.277108e-06,2.301716e-06,6.1468363e-06,2.1063781e-06,3.5903997e-06,3.120255e-05,2.4504934e-06,5.680518e-07,5.3168947e-06,0.005467613,6.536223e-05,9.658496e-06,7.747295e-06,2.6763277e-05,2.631244e-05,1.2786182e-07,0.00018187509,2.5742756e-05,6.9532416e-07,3.25256e-05,4.5999144e-08,1.9029632e-06,1.3491668e-07,2.0687174e-05,0.0010657654,1.2999879e-05,0.00045688258,0.00019230678,7.502329e-08,0.010367201,0.00069733744,0.037888657,5.3109474e-05,0.00025435796,6.599554e-05,6.4569717e-06
